,Game,Date,Home,Opp,Rslt,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,LOB,NumPlayers,Thr,OppStart
305,84,Jul 10,False,NYM,"W,2-0",36,34,2,6,0,0,0,1,1,0,12,1,0,0,0,2,2,0,0.242,0.306,0.392,0.698,5,12,R,T.Walker(77)
306,85,Jul 11,True,PIT,"L,1-5",35,31,1,5,1,0,0,1,2,0,9,1,0,0,0,1,0,0,0.241,0.306,0.39,0.696,7,12,R,M.Keller(68)
307,86,Jul 12,True,PIT,"L,2-3",32,31,2,5,1,0,0,2,0,0,7,0,0,1,0,0,2,0,0.24,0.304,0.388,0.692,3,11,R,C.Stratton(49)
308,87,Jul 13,True,PIT,"W,5-4",41,34,5,7,1,0,0,4,4,1,11,3,0,0,0,1,0,0,0.24,0.305,0.386,0.691,8,14,R,J.Brubaker(78)
309,88,Jul 14,True,PIT,"W,3-2",41,36,3,9,1,1,0,3,5,0,4,0,0,0,0,2,1,1,0.24,0.305,0.385,0.69,10,12,R,Z.Thompson(61)
310,89,Jul 15,True,PHI,"L,1-2",35,30,1,4,2,0,0,1,4,0,10,0,0,1,0,0,2,0,0.239,0.304,0.383,0.688,7,12,R,K.Gibson(64)
311,90,Jul 16,True,PHI,"L,0-10",31,31,0,5,1,0,0,0,0,0,9,0,0,0,0,1,0,0,0.238,0.303,0.382,0.685,4,12,L,R.Suárez(63)
312,91,Jul 17,True,PHI,"L,0-4",31,30,0,4,0,0,0,0,1,0,11,0,0,0,0,1,0,0,0.237,0.302,0.379,0.681,4,10,R,A.Nola(84)
313,92,Jul 21,True,TEX,"L,0-8",36,33,0,7,0,0,0,0,3,0,7,0,0,0,0,1,1,0,0.237,0.301,0.377,0.679,9,10,R,J.Gray(67)
314,93,Jul 22,False,PIT,"W,8-1",40,38,8,13,4,0,1,7,2,0,3,0,0,0,0,1,0,0,0.238,0.302,0.379,0.681,5,10,R,Z.Thompson(22)
315,94,Jul 23,False,PIT,"L,0-1",33,30,0,5,0,0,0,0,1,0,8,2,0,0,2,3,0,1,0.237,0.302,0.377,0.679,6,14,L,J.Quintana(73)
316,95,Jul 24,False,PIT,"W,6-5",40,38,6,11,1,0,1,6,0,0,12,1,1,0,0,2,2,0,0.238,0.302,0.377,0.679,5,11,R,M.Keller(57)
317,96,Jul 25,False,CIN,"L,2-11",35,32,2,7,1,0,0,1,3,0,10,0,0,0,0,1,1,0,0.238,0.302,0.376,0.678,6,11,L,N.Lodolo(65)
318,97,Jul 26,False,CIN,"W,2-1",39,37,2,11,1,0,0,2,2,0,10,0,0,0,0,0,3,0,0.238,0.302,0.375,0.677,10,10,R,H.Greene(52)
319,98,Jul 27,False,CIN,"L,3-5",34,33,3,7,1,0,2,3,1,0,8,0,0,0,0,1,0,0,0.238,0.301,0.376,0.677,4,9,R,L.Castillo(60)
320,99,Jul 28,False,CIN,"W,7-6",39,34,7,10,3,0,2,7,3,0,9,1,0,1,0,1,0,1,0.239,0.302,0.378,0.68,5,11,R,G.Ashcraft(48)
321,100,Jul 29,True,NYM,"L,4-6",37,32,4,7,1,0,0,3,4,0,8,1,0,0,0,2,0,0,0.238,0.302,0.377,0.679,6,11,R,C.Bassitt(42)
322,101,Jul 30,True,NYM,"L,0-4",30,28,0,4,1,0,0,0,2,0,7,0,0,0,0,2,1,1,0.238,0.301,0.375,0.676,3,9,R,C.Carrasco(76)
323,102,Jul 31,True,NYM,"L,3-9",40,37,3,10,5,0,1,3,3,0,9,0,0,0,0,0,0,0,0.238,0.302,0.376,0.678,10,9,R,T.Walker(45)
324,103,Aug 1,True,CIN,"L,1-3",36,33,1,6,1,0,0,1,1,0,12,2,0,0,0,0,0,0,0.237,0.301,0.375,0.676,8,13,R,H.Greene(78)
325,104,Aug 2,True,CIN,"L,1-2",32,31,1,5,2,0,0,1,0,0,4,0,0,1,1,0,1,0,0.237,0.3,0.373,0.673,4,13,R,G.Ashcraft(74)
326,105,Aug 3,True,CIN,"W,3-0",33,30,3,7,2,0,1,3,3,1,7,0,0,0,0,0,4,1,0.237,0.3,0.374,0.673,6,10,L,M.Minor(49)
327,106,Aug 5,False,CHC,"L,1-2",39,34,1,7,0,0,0,1,3,0,13,1,0,0,0,0,1,0,0.236,0.3,0.372,0.672,11,10,L,J.Steele(65)
328,107,Aug 6,False,CHC,"L,0-4",32,31,0,5,1,0,0,0,1,0,5,0,0,0,0,0,0,0,0.236,0.299,0.37,0.669,5,10,L,D.Smyly(67)
329,108,Aug 7,False,CHC,"W,3-0",36,33,3,8,1,0,2,3,3,0,7,0,0,0,0,1,1,1,0.236,0.299,0.371,0.67,6,9,R,A.Sampson(51)
330,109,Aug 9,False,PHI,"L,1-4",36,32,1,5,2,0,1,1,4,0,12,0,0,0,1,1,0,0,0.235,0.299,0.371,0.669,8,9,R,Z.Wheeler(63)
331,110,Aug 10,False,PHI,"L,3-4",35,33,3,9,2,1,0,3,2,0,6,0,0,0,0,1,0,1,0.236,0.299,0.371,0.67,5,11,R,N.Syndergaard(54)
332,111,Aug 11,False,PHI,"W,3-0",36,34,3,7,2,1,0,2,2,0,8,0,0,0,1,1,1,0,0.235,0.298,0.37,0.669,6,10,R,K.Gibson(51)
333,112,Aug 12,True,ATL,"L,3-4",43,37,3,12,4,0,1,2,6,1,8,0,0,0,0,1,2,1,0.236,0.3,0.372,0.671,13,12,R,J.Odorizzi(39)
334,113,Aug 13 (1),True,ATL,"L,2-5",33,30,2,5,0,0,1,2,3,0,7,0,0,0,0,1,1,0,0.236,0.299,0.371,0.67,4,10,L,K.Muller(57)
335,114,Aug 13 (2),True,ATL,"L,2-6",36,32,2,5,0,1,1,2,4,0,8,0,0,0,0,0,0,0,0.235,0.299,0.37,0.669,7,10,R,I.Anderson(57)
336,115,Aug 14,True,ATL,"L,1-3",35,32,1,5,1,0,0,1,3,0,12,0,0,0,0,0,3,0,0.234,0.298,0.369,0.667,7,9,R,B.Elder(74)
337,116,Aug 15,True,SDP,"W,3-0",35,31,3,9,1,1,1,3,1,0,8,2,0,1,0,1,2,0,0.235,0.298,0.37,0.668,8,9,R,J.Musgrove(49)
338,117,Aug 16,True,SDP,"W,4-3",33,29,4,6,2,0,2,4,3,0,10,1,0,0,0,1,1,0,0.235,0.298,0.371,0.669,5,12,L,S.Manaea(47)
339,118,Aug 17,True,SDP,"L,3-10",38,33,3,7,4,0,0,3,4,0,10,1,0,0,0,0,0,0,0.234,0.299,0.37,0.669,8,10,R,M.Clevinger(36)
340,119,Aug 19,False,LAD,"L,1-2",34,31,1,5,3,0,0,1,3,0,7,0,0,0,0,0,0,1,0.234,0.298,0.37,0.668,6,10,L,T.Anderson(66)
341,120,Aug 20,False,LAD,"L,0-7",32,30,0,3,0,0,0,0,2,0,15,0,0,0,0,0,1,0,0.233,0.297,0.368,0.665,5,12,R,D.May(72)
342,121,Aug 21,False,LAD,"L,3-10",36,32,3,6,1,0,2,3,3,0,10,1,0,0,0,0,1,0,0.232,0.297,0.368,0.665,6,9,R,R.Pepiot(61)
343,122,Aug 22,False,OAK,"W,3-0",39,33,3,7,3,0,1,3,6,0,5,0,0,0,0,1,1,0,0.232,0.297,0.368,0.665,9,9,R,A.Oller(47)
344,123,Aug 23,False,OAK,"W,5-3",36,35,5,8,4,0,1,5,1,0,10,0,0,0,0,0,0,0,0.232,0.297,0.369,0.665,4,10,L,Z.Logue(61)
345,124,Aug 24,False,OAK,"L,2-3",38,35,2,5,0,0,1,2,2,0,14,1,0,0,0,0,1,0,0.231,0.296,0.367,0.664,7,11,L,C.Irvin(82)
346,125,Aug 26,True,LAD,"L,6-10",45,41,6,8,2,0,1,6,4,0,9,0,0,0,2,0,1,0,0.231,0.296,0.367,0.663,10,16,L,T.Anderson(58)
347,126,Aug 27,True,LAD,"W,2-1",29,27,2,5,1,0,0,2,1,0,7,1,0,0,1,0,2,1,0.231,0.296,0.366,0.661,3,10,R,D.May(61)
348,127,Aug 28,True,LAD,"L,1-8",33,29,1,2,0,0,1,1,4,0,10,0,0,0,0,0,0,0,0.23,0.295,0.365,0.659,5,9,L,J.Urías(69)
349,128,Aug 29,True,LAD,"L,2-3",42,38,2,7,3,1,0,2,4,0,9,0,0,0,1,0,0,0,0.229,0.294,0.364,0.659,11,10,R,M.Grove(49)
350,129,Aug 30,True,TBR,"L,2-7",34,33,2,9,2,0,0,2,0,0,8,1,0,0,0,1,0,1,0.23,0.294,0.364,0.658,5,10,R,S.Armstrong(54)
351,130,Aug 31,True,TBR,"L,1-2",37,34,1,5,0,0,1,1,3,0,7,0,0,0,0,1,1,0,0.229,0.294,0.363,0.657,7,12,R,D.Rasmussen(64)
352,131,Sep 2,False,ATL,"L,1-8",34,31,1,5,1,0,1,1,3,0,11,0,0,0,0,1,0,0,0.228,0.293,0.362,0.656,6,9,R,C.Morton(62)
353,132,Sep 3,False,ATL,"L,1-2",34,30,1,5,0,0,0,1,3,0,9,0,0,1,0,1,1,0,0.228,0.293,0.361,0.654,6,10,R,B.Elder(72)
354,133,Sep 4,False,ATL,"L,1-7",32,29,1,3,0,0,0,1,3,0,13,0,0,0,0,1,0,0,0.227,0.292,0.359,0.652,4,11,L,M.Fried(72)
355,134,Sep 6,False,PHI,"L,2-3",36,29,2,6,1,0,0,2,4,0,13,1,1,1,0,0,0,2,0.227,0.292,0.359,0.651,7,11,R,A.Nola(70)
356,135,Sep 7,False,PHI,"L,3-4",36,36,3,10,0,0,1,3,0,0,8,0,0,0,0,0,0,1,0.228,0.292,0.359,0.651,6,12,L,B.Falter(49)
357,136,Sep 8,False,PHI,"W,6-5",44,39,6,12,3,0,2,5,3,0,7,2,0,0,1,1,0,0,0.228,0.293,0.36,0.653,11,13,R,K.Gibson(34)
358,137,Sep 9,True,NYM,"W,6-3",38,32,6,10,5,0,2,6,6,0,10,0,0,0,0,1,0,0,0.229,0.294,0.362,0.656,8,12,L,D.Peterson(44)
359,138,Sep 10,True,NYM,"L,3-11",36,35,3,9,2,0,0,2,1,0,11,0,0,0,0,1,0,0,0.229,0.294,0.362,0.656,6,12,R,C.Carrasco(66)
360,139,Sep 11,True,NYM,"L,3-9",34,33,3,7,2,0,2,3,0,0,12,1,0,0,0,1,0,0,0.229,0.294,0.363,0.656,4,9,R,T.Walker(73)
361,140,Sep 12 (1),True,TEX,"L,2-3",36,30,2,5,0,0,0,2,3,0,4,2,0,1,0,1,0,0,0.228,0.294,0.361,0.655,7,11,R,G.Otto(58)
362,141,Sep 12 (2),True,TEX,"W,10-6",39,34,10,10,4,0,0,9,4,0,10,1,0,0,1,0,2,1,0.229,0.294,0.362,0.656,5,11,R,J.Gray(56)
363,142,Sep 13,True,PHI,"L,1-2",31,31,1,4,0,0,1,1,0,0,7,0,0,0,0,0,0,0,0.228,0.293,0.361,0.654,3,10,L,B.Falter(64)
364,143,Sep 14,True,PHI,"L,1-6",33,33,1,8,0,0,0,1,0,0,11,0,0,0,0,0,0,0,0.228,0.293,0.36,0.653,5,9,R,K.Gibson(63)
365,144,Sep 15,True,PHI,"W,5-3",35,29,5,7,2,0,2,5,5,0,4,0,0,1,0,0,0,0,0.228,0.293,0.361,0.654,6,10,R,N.Syndergaard(46)
366,145,Sep 16,False,WSN,"L,4-5",39,36,4,11,1,0,1,4,3,0,8,0,0,0,0,0,1,0,0.229,0.294,0.361,0.655,8,10,R,J.Gray(42)
367,146,Sep 17,False,WSN,"L,3-5",34,34,3,8,1,0,1,3,0,0,8,0,0,0,0,1,1,0,0.229,0.293,0.361,0.655,4,9,R,E.Fedde(39)
368,147,Sep 18,False,WSN,"W,3-1",37,32,3,6,1,0,1,3,4,0,5,1,0,0,1,1,1,0,0.229,0.293,0.361,0.654,7,10,R,A.Sánchez(57)
369,148,Sep 19,True,CHC,"W,10-3",42,38,10,14,2,0,3,9,3,0,7,1,0,0,1,1,2,0,0.23,0.294,0.363,0.658,8,9,L,W.Miley(25)
370,149,Sep 20,True,CHC,"L,1-2",34,33,1,9,1,0,0,1,1,0,6,0,0,0,0,2,0,1,0.23,0.294,0.363,0.657,6,11,R,A.Sampson(54)
371,150,Sep 21,True,CHC,"L,3-4",35,33,3,6,2,0,2,3,2,0,13,0,0,0,0,0,0,0,0.23,0.294,0.363,0.657,5,10,R,M.Stroman(56)
372,151,Sep 23,True,WSN,"W,5-2",37,31,5,9,2,0,0,4,3,0,4,2,0,1,1,1,1,0,0.23,0.295,0.363,0.658,8,10,R,J.Gray(42)
373,152,Sep 24,True,WSN,"W,4-1",34,33,4,10,4,0,1,4,1,0,8,0,0,0,0,1,0,0,0.231,0.295,0.364,0.659,6,9,R,E.Fedde(38)
374,153,Sep 25,True,WSN,"L,1-6",35,32,1,6,2,0,1,1,3,0,6,0,0,0,1,2,0,0,0.23,0.295,0.364,0.659,7,9,R,A.Sánchez(65)
375,154,Sep 27,False,NYM,"W,6-4",42,35,6,11,3,0,1,5,4,0,10,2,0,1,1,3,0,0,0.231,0.295,0.365,0.66,9,11,R,C.Carrasco(32)
376,155,Sep 28,False,NYM,"L,4-5",40,36,4,7,3,0,1,4,3,0,18,0,0,1,0,0,0,0,0.231,0.295,0.365,0.66,7,9,R,T.Walker(49)
377,156,Sep 29,False,MIL,"W,4-2",35,32,4,5,0,0,1,4,2,0,14,0,0,0,1,1,1,0,0.23,0.294,0.364,0.659,4,11,L,E.Lauer(74)
378,157,Sep 30,False,MIL,"L,0-1",32,30,0,5,0,0,0,0,2,0,10,0,0,0,0,1,0,0,0.23,0.294,0.363,0.657,5,10,R,C.Burnes(81)
379,158,Oct 1,False,MIL,"W,4-3",33,31,4,4,0,0,1,4,2,0,9,0,0,0,0,0,1,0,0.229,0.293,0.362,0.656,2,11,L,A.Ashby(55)
380,159,Oct 2,False,MIL,"W,4-3",47,43,4,10,1,0,0,4,2,0,11,1,0,1,0,2,0,0,0.229,0.293,0.361,0.655,10,13,R,F.Peralta(62)
381,160,Oct 3,True,ATL,"W,4-0",34,32,4,9,3,0,1,4,2,0,7,0,0,0,1,2,1,0,0.23,0.293,0.362,0.655,6,9,R,B.Elder(43)
382,161,Oct 4,True,ATL,"L,1-2",35,31,1,4,2,0,1,1,4,0,14,0,0,0,0,0,1,0,0.229,0.293,0.362,0.655,7,12,R,J.Odorizzi(65)
383,162,Oct 5,True,ATL,"W,12-9",41,35,12,13,0,2,2,11,6,0,5,0,0,0,0,2,1,0,0.23,0.294,0.363,0.658,5,9,R,J.Stephens(35)
384,1,Mar 30,True,NYM,"L,3-5",32,30,3,5,3,0,1,3,2,0,12,0,0,0,0,2,0,0,0.167,0.219,0.367,0.585,2,10,R,M.Scherzer(56)
385,2,Mar 31,True,NYM,"W,2-1",33,32,2,10,0,1,2,2,1,0,5,0,0,0,0,1,0,0,0.242,0.277,0.468,0.745,7,11,L,D.Peterson(51)
386,3,Apr 1,True,NYM,"L,2-6",39,36,2,10,2,0,1,2,3,0,12,0,0,0,0,1,0,0,0.255,0.298,0.449,0.747,10,9,R,T.Megill(52)
387,4,Apr 2,True,NYM,"L,1-5",34,29,1,4,1,0,0,1,5,0,12,0,0,0,0,2,0,0,0.228,0.29,0.386,0.676,6,9,R,K.Senga(63)
388,5,Apr 3,True,MIN,"L,1-11",37,36,1,12,2,0,0,1,1,0,11,0,0,0,0,2,0,0,0.252,0.303,0.387,0.689,9,11,R,T.Mahle(59)
389,6,Apr 4,True,MIN,"W,1-0",27,26,1,3,0,0,1,1,1,0,12,0,0,0,0,1,1,0,0.233,0.282,0.365,0.647,2,9,R,K.Maeda(66)
390,7,Apr 5,True,MIN,"W,5-2",30,29,5,7,0,0,2,5,1,0,10,0,0,0,0,0,1,2,0.234,0.28,0.376,0.656,1,11,R,P.López(74)
391,8,Apr 7,False,NYM,"L,3-9",35,31,3,6,1,0,1,3,4,0,7,0,0,0,0,2,0,0,0.229,0.281,0.369,0.65,5,9,R,T.Megill(67)
392,9,Apr 8,False,NYM,"L,2-5",37,32,2,5,0,0,1,2,5,0,7,0,0,0,0,0,0,0,0.221,0.28,0.356,0.635,8,9,R,K.Senga(65)
393,10,Apr 9,False,NYM,"W,7-2",42,36,7,11,1,0,2,7,5,0,7,0,0,1,0,1,5,0,0.23,0.292,0.372,0.664,8,11,R,C.Carrasco(26)
394,11,Apr 10,False,PHI,"L,3-15",40,35,3,9,0,0,1,2,4,0,7,1,0,0,0,1,0,0,0.233,0.298,0.369,0.667,10,11,L,M.Strahm(64)
395,12,Apr 11,False,PHI,"W,8-4",43,40,8,14,3,2,2,8,3,0,10,0,0,0,1,1,2,0,0.245,0.308,0.401,0.708,8,11,R,A.Nola(41)
396,13,Apr 12,False,PHI,"W,3-2",41,37,3,8,3,0,1,3,4,0,12,0,0,0,0,0,1,0,0.242,0.306,0.399,0.705,9,11,R,Z.Wheeler(65)
397,14,Apr 14,True,ARI,"W,5-1",36,34,5,11,2,0,0,5,1,0,2,1,0,0,0,0,1,0,0.248,0.31,0.397,0.708,7,10,L,M.Bumgarner(29)
398,15,Apr 15,True,ARI,"W,3-2",31,30,3,9,1,0,1,3,0,0,5,0,0,0,0,2,0,0,0.252,0.31,0.4,0.709,4,10,R,R.Nelson(62)
399,16,Apr 16,True,ARI,"L,0-5",31,29,0,4,1,0,0,0,1,0,8,1,0,0,0,2,0,0,0.245,0.303,0.387,0.69,4,10,R,Z.Gallen(77)
400,17,Apr 17,True,SFG,"W,4-3",32,31,4,9,1,0,1,4,0,0,6,1,0,0,0,2,1,0,0.248,0.304,0.389,0.693,4,11,R,L.Webb(48)
401,18,Apr 18,True,SFG,"W,4-2",34,30,4,9,2,0,1,4,1,0,8,0,1,1,0,1,2,0,0.25,0.304,0.393,0.697,6,9,L,A.Wood(53)
402,19,Apr 19,True,SFG,"L,2-5",48,43,2,10,1,0,0,2,4,2,16,1,0,0,0,0,3,0,0.249,0.305,0.383,0.688,15,11,R,A.Cobb(56)
403,20,Apr 22 (1),False,CLE,"W,6-1",39,31,6,7,2,0,1,6,7,0,5,0,1,0,1,2,0,1,0.248,0.308,0.384,0.692,6,9,R,S.Bieber(49)
404,21,Apr 22 (2),False,CLE,"W,3-2",42,36,3,11,6,0,0,3,4,1,6,0,1,1,0,0,2,0,0.251,0.311,0.388,0.7,12,10,R,Z.Plesac(38)
405,22,Apr 23,False,CLE,"L,4-7",36,34,4,8,1,0,2,4,2,0,11,0,0,0,0,1,1,0,0.25,0.31,0.391,0.7,5,9,L,L.Allen(65)
406,23,Apr 24,False,ATL,"L,0-11",31,31,0,2,0,0,0,0,0,0,14,0,0,0,2,0,0,0,0.243,0.301,0.377,0.678,4,12,R,S.Strider(91)
407,24,Apr 25,False,ATL,"L,4-7",38,35,4,10,1,0,2,4,2,0,11,0,1,0,0,1,1,0,0.245,0.302,0.382,0.684,7,10,R,C.Morton(74)
408,25,Apr 26,False,ATL,"L,4-6",36,32,4,5,1,0,3,4,4,0,7,0,0,0,0,0,0,0,0.241,0.3,0.385,0.685,5,10,R,B.Elder(43)
409,26,Apr 27,False,ATL,"W,5-4",39,37,5,11,2,0,0,5,2,0,14,0,0,0,0,1,2,0,0.244,0.301,0.384,0.685,7,12,R,K.Wright(60)
410,27,Apr 28,True,CHC,"W,3-2",33,29,3,8,0,0,0,2,2,0,6,2,0,0,0,2,3,0,0.245,0.303,0.38,0.684,6,10,R,M.Stroman(54)
411,28,Apr 29,True,CHC,"W,7-6",41,35,7,12,3,0,0,6,4,1,11,2,0,0,0,1,0,0,0.248,0.309,0.382,0.691,10,9,R,C.Kilian(14)
412,29,Apr 30,True,CHC,"W,4-3",32,28,4,8,2,0,0,3,2,0,4,1,0,1,0,1,1,1,0.249,0.31,0.382,0.691,4,10,L,J.Steele(50)
413,30,May 2,True,ATL,"L,0-6",32,30,0,4,1,0,0,0,2,0,9,0,0,0,1,1,0,0,0.246,0.306,0.375,0.681,5,10,R,B.Elder(77)
414,31,May 3,True,ATL,"L,6-14",40,38,6,12,3,0,1,5,2,0,11,0,0,0,1,0,0,1,0.249,0.308,0.379,0.686,7,12,R,K.Wright(32)
415,32,May 4,True,ATL,"L,3-6",38,35,3,10,1,0,1,3,3,1,3,0,0,0,0,1,1,1,0.25,0.309,0.379,0.688,8,10,L,D.Dodd(42)
416,33,May 5,False,CHC,"L,1-4",33,30,1,8,0,0,0,1,0,0,5,1,1,1,0,2,0,0,0.25,0.308,0.376,0.684,5,9,L,J.Steele(65)
417,34,May 6,False,CHC,"L,2-4",34,31,2,6,0,0,1,2,3,0,8,0,0,0,0,1,0,1,0.249,0.307,0.374,0.681,5,10,L,D.Smyly(48)
418,35,May 7,False,CHC,"W,5-4",51,48,5,9,1,1,1,4,1,0,10,0,1,1,0,1,1,0,0.246,0.303,0.371,0.674,9,12,R,H.Wesneski(64)
419,36,May 8,False,ARI,"L,2-5",36,35,2,9,3,0,0,2,1,0,8,0,0,0,0,1,0,0,0.246,0.302,0.371,0.672,7,12,R,Z.Gallen(69)
420,37,May 9,False,ARI,"W,6-2",36,34,6,9,3,0,2,6,2,0,4,0,0,0,0,1,2,1,0.247,0.302,0.375,0.677,3,9,R,B.Pfaadt(30)
421,38,May 10,False,ARI,"W,5-4",35,33,5,7,4,0,1,5,1,0,10,0,1,0,0,0,0,0,0.246,0.3,0.376,0.677,3,10,R,M.Kelly(53)
422,39,May 12,True,CIN,"L,4-7",37,34,4,7,1,1,2,3,3,0,8,0,0,0,1,0,0,1,0.245,0.3,0.379,0.678,6,10,R,G.Ashcraft(44)
423,40,May 13,True,CIN,"L,5-6",43,34,5,9,1,0,2,5,9,0,8,0,0,0,0,1,2,0,0.246,0.303,0.381,0.684,11,11,R,D.Law(51)
424,41,May 14,True,CIN,"W,3-1",37,35,3,11,4,0,0,3,2,1,9,0,0,0,1,0,0,0,0.247,0.304,0.382,0.686,10,9,R,L.Weaver(55)
425,42,May 16,True,WSN,"W,5-4",40,37,5,12,3,0,1,4,3,1,7,0,0,0,0,1,2,0,0.249,0.306,0.385,0.691,9,10,R,J.Gray(59)
426,43,May 17,True,WSN,"W,4-3",33,30,4,8,2,1,1,4,2,0,10,0,0,1,0,1,0,0,0.25,0.306,0.387,0.693,5,10,L,M.Gore(47)
427,44,May 18,True,WSN,"W,5-3",36,34,5,9,1,0,1,5,1,0,6,1,0,0,1,0,3,0,0.25,0.306,0.387,0.693,7,10,R,T.Williams(54)
428,45,May 19,False,SFG,"L,3-4",36,33,3,6,2,0,1,3,3,0,10,0,0,0,0,0,0,0,0.249,0.305,0.386,0.691,6,11,R,A.DeSclafani(54)
429,46,May 20,False,SFG,"W,1-0",35,31,1,5,0,0,0,1,3,1,11,0,1,0,2,2,2,0,0.247,0.303,0.382,0.685,7,10,R,L.Webb(69)
430,47,May 21,False,SFG,"L,5-7",38,38,5,13,0,0,2,4,0,0,7,0,0,0,0,1,0,1,0.249,0.304,0.384,0.689,6,11,L,A.Wood(40)
431,48,May 22,False,COL,"L,3-5",40,35,3,11,1,0,0,3,3,0,4,1,1,0,1,2,0,0,0.25,0.306,0.383,0.69,10,9,R,C.Anderson(44)
